GENDER,AGE,AGE_GROUP,INVESTMENT,INCOME,ACTIVITY, YRLY_AMT,AVG_DAILY_TX,YRLY_TX,AVG_TX_AMT,NEGTWEETS,STATE,EDUCATION,label
F,36,31-40,0,14530,1,8205.84,0.69,253,32.43,8,PA,High school graduate,1
M,25,20-30,0,14527,3,8162.25,0.69,253,32.26,11,CA,High school graduate,1
F,23,20-30,0,14524,4,7036.45,0.66,240,29.32,11,ND,High school graduate,1
M,76,Above 50,0,14522,4,8044.54,0.70,254,31.67,3,TN,High school graduate,0
F,53,Above 50,0,14518,1,6872.57,0.65,238,28.88,3,TN,Associate degree,0
M,26,20-30,0,14509,3,7000.14,0.66,241,29.05,3,DE,High school graduate,0
M,34,31-40,0,14505,1,6922.13,0.65,239,28.96,8,WA,Associate degree,1
M,52,Above 50,0,14496,3,7828.12,0.69,252,31.06,2,CA,High school graduate,0
F,25,20-30,0,14493,2,7931.67,0.70,254,31.23,2,NC,High school graduate,0
F,40,31-40,0,14492,4,7161.58,0.66,240,29.84,3,DC,High school graduate,0
M,39,31-40,0,14485,4,6905.29,0.66,242,28.53,3,ID,Associate degree,0
M,59,Above 50,0,14480,1,6945.45,0.66,240,28.94,5,MI,High school graduate,1
F,45,41-50,0,14477,1,6821.66,0.65,239,28.54,13,OR,Associate degree,1
M,70,Above 50,0,14473,2,6842.97,0.65,239,28.63,2,AZ,High school graduate,0
F,46,41-50,0,14471,1,6897.94,0.66,241,28.62,4,CA,High school graduate,0
F,62,Above 50,0,14467,2,8130.59,0.70,256,31.76,4,WA,High school graduate,1
M,88,Above 50,0,14467,1,7900.88,0.69,252,31.35,4,SC,Associate degree,0
F,31,31-40,0,14465,3,7943.76,0.70,254,31.27,12,ND,High school graduate,1
F,60,Above 50,0,14464,1,6850.79,0.66,240,28.54,9,OR,Associate degree,1
M,46,41-50,0,14463,1,6918.19,0.65,237,29.19,4,AK,Associate degree,0
M,35,31-40,0,14463,2,8256.32,0.70,257,32.13,4,NJ,High school graduate,0
M,66,Above 50,0,14460,2,6997.08,0.67,244,28.68,4,NJ,Associate degree,0
M,82,Above 50,0,14459,3,7235.82,0.65,239,30.28,2,MS,High school graduate,0
F,31,31-40,0,14457,0,8244.93,0.71,259,31.83,8,CA,High school graduate,1
M,39,31-40,0,14450,4,6832.50,0.66,241,28.35,3,RI,High school graduate,0
M,57,Above 50,0,14447,1,6937.45,0.66,240,28.91,12,ND,High school graduate,1
F,27,20-30,0,14445,3,7015.75,0.66,240,29.23,3,NM,High school graduate,0
M,69,Above 50,0,14443,2,6704.64,0.66,240,27.94,3,MD,High school graduate,0
M,32,31-40,0,14441,2,7743.63,0.70,254,30.49,14,PA,High school graduate,1
M,38,31-40,0,14441,2,6767.13,0.65,239,28.31,4,CT,Associate degree,0
M,51,Above 50,0,14436,0,7031.59,0.66,241,29.18,8,MI,High school graduate,1
M,41,,0,14431,3,6880.49,0.66,240,28.67,2,VA,Associate degree,0
M,27,20-30,0,14430,2,6860.57,0.67,243,28.23,7,PA,High school graduate,1
M,24,20-30,0,14428,3,7920.10,0.70,255,31.06,5,FL,High school graduate,0
F,63,Above 50,0,14428,2,6954.81,0.65,239,29.10,1,GA,Associate degree,0
M,58,Above 50,0,14421,1,6822.25,0.66,241,28.31,2,WV,High school graduate,0
M,42,41-50,0,14421,2,6964.55,0.67,245,28.43,3,MS,High school graduate,0
M,38,31-40,0,14419,3,7004.85,0.66,241,29.07,5,NV,Associate degree,0
F,86,Above 50,0,14418,4,6847.47,0.66,240,28.53,2,IL,Associate degree,0
F,69,Above 50,0,14417,3,7775.57,0.69,253,30.73,5,ND,High school graduate,0
F,53,Above 50,0,14414,2,7772.26,0.70,256,30.36,4,OK,High school graduate,0
F,55,Above 50,0,14414,2,7571.31,0.70,254,29.81,10,MI,High school graduate,1
M,84,Above 50,0,14412,2,7808.00,0.69,253,30.86,3,NJ,Associate degree,0
F,48,41-50,0,14410,0,6673.58,0.65,239,27.92,13,OR,High school graduate,1
M,57,Above 50,0,14405,4,6751.16,0.66,240,28.13,4,MI,High school graduate,0
M,71,Above 50,0,14399,2,8175.36,0.70,254,32.19,2,UT,High school graduate,0
M,31,31-40,0,14399,2,6898.52,0.65,239,28.86,12,MI,High school graduate,1
M,66,Above 50,0,14393,2,6990.83,0.67,243,28.77,3,DC,High school graduate,0
M,59,Above 50,0,14386,2,7745.44,0.69,251,30.86,4,CO,High school graduate,0
M,35,31-40,0,14386,2,8034.29,0.69,252,31.88,2,MI,High school graduate,0
F,82,Above 50,0,14385,1,7033.03,0.65,239,29.43,9,WA,High school graduate,1
M,46,41-50,0,14383,1,6926.44,0.65,238,29.10,3,ME,High school graduate,0
M,49,41-50,0,14374,1,8019.69,0.70,254,31.57,2,CT,Associate degree,0
F,40,31-40,0,14359,2,8183.07,0.70,255,32.09,3,MN,High school graduate,0
M,42,41-50,0,14355,4,6888.75,0.66,240,28.70,3,NV,High school graduate,0
F,81,Above 50,0,14349,3,6703.38,0.66,242,27.70,2,TX,High school graduate,0
M,86,Above 50,0,14349,1,6886.36,0.66,240,28.69,5,OK,High school graduate,0
M,37,31-40,0,14345,1,6925.67,0.65,239,28.98,2,MT,Associate degree,0
F,75,Above 50,0,14344,2,6663.46,0.66,242,27.54,3,NM,High school graduate,0
M,39,31-40,0,14343,5,7932.10,0.70,257,30.86,3,MD,High school graduate,0
F,64,Above 50,0,14343,3,6937.06,0.66,242,28.67,3,NJ,High school graduate,0
F,63,Above 50,0,14342,2,6743.81,0.66,240,28.10,3,DC,High school graduate,0
M,65,Above 50,0,14341,1,8121.63,0.70,256,31.73,5,VA,High school graduate,0
F,66,Above 50,0,14339,3,7018.48,0.66,242,29.00,4,WV,Associate degree,0
F,23,20-30,0,14337,4,6847.24,0.66,240,28.53,3,CA,High school graduate,0
M,50,,0,14336,0,6821.69,0.67,243,28.07,4,FL,High school graduate,0
F,58,Above 50,0,14330,3,6981.18,0.67,244,28.61,3,KS,Associate degree,0
M,44,41-50,0,14327,1,6978.57,0.67,244,28.60,10,WA,Associate degree,1
M,51,Above 50,0,14326,1,6877.47,0.66,241,28.54,10,PA,High school graduate,1
F,63,Above 50,0,14324,2,6914.64,0.66,241,28.69,3,UT,Associate degree,0
M,56,Above 50,0,14323,4,8096.75,0.70,254,31.88,4,ID,High school graduate,0
F,48,41-50,0,14322,2,6842.91,0.66,242,28.28,4,TX,High school graduate,0
M,29,20-30,0,14312,2,6637.29,0.66,242,27.43,12,WA,High school graduate,1
F,23,20-30,0,14310,2,6968.94,0.66,242,28.80,3,CO,Associate degree,0
F,21,20-30,0,14295,1,6649.20,0.67,243,27.36,5,PA,High school graduate,1
M,44,41-50,0,14295,5,7008.04,0.67,244,28.72,3,IL,Associate degree,0
M,24,20-30,0,14291,5,7870.12,0.69,253,31.11,2,TX,High school graduate,0
M,47,41-50,0,14287,5,7858.50,0.69,251,31.31,5,NE,High school graduate,0
M,54,Above 50,0,14284,2,7700.41,0.69,252,30.56,9,PA,High school graduate,1
F,34,31-40,0,14281,0,6858.67,0.66,242,28.34,2,ME,High school graduate,0
M,59,Above 50,0,14280,1,7032.57,0.67,245,28.70,3,WV,Associate degree,0
M,64,Above 50,0,14277,1,7909.20,0.70,255,31.02,3,WA,Associate degree,0
F,59,Above 50,0,14277,2,7646.22,0.70,254,30.10,10,OR,High school graduate,1
M,38,31-40,0,14277,1,7815.10,0.70,257,30.41,4,WV,High school graduate,0
F,63,Above 50,0,14275,1,8070.30,0.70,255,31.65,4,WI,High school graduate,0
M,54,Above 50,0,14270,2,7804.66,0.69,253,30.85,2,KY,High school graduate,0
F,47,41-50,0,14266,1,6950.78,0.65,239,29.08,7,MI,Associate degree,1
M,28,20-30,0,14263,2,7895.81,0.70,254,31.09,12,ID,High school graduate,1
F,59,Above 50,0,14262,4,7936.88,0.70,255,31.13,4,NM,High school graduate,0
M,37,31-40,0,14262,3,7849.92,0.70,254,30.91,1,MI,High school graduate,0
F,42,41-50,0,14256,1,7953.93,0.71,258,30.83,6,MI,High school graduate,1
F,55,Above 50,0,14256,1,7587.12,0.70,254,29.87,5,NV,Associate degree,0
M,53,Above 50,0,14254,1,8119.81,0.68,249,32.61,1,MS,Associate degree,0
M,30,20-30,0,14251,5,6429.40,0.66,242,26.57,4,VA,Associate degree,0
F,33,31-40,0,14251,3,6688.38,0.66,241,27.75,4,WI,Associate degree,0
F,52,Above 50,0,14245,2,6856.51,0.65,239,28.69,2,NJ,Associate degree,0
F,35,31-40,0,14243,1,6820.36,0.67,245,27.84,9,ID,High school graduate,1
F,38,31-40,0,14242,1,6848.87,0.66,242,28.30,5,ID,High school graduate,1
M,49,41-50,0,14239,1,6852.43,0.66,242,28.32,2,WI,Associate degree,0
M,41,,0,14238,1,7028.22,0.66,242,29.04,3,DC,High school graduate,0
F,62,Above 50,0,14233,2,6958.84,0.67,243,28.64,3,VT,Associate degree,0
M,27,20-30,0,14228,2,7865.89,0.70,256,30.73,3,WY,High school graduate,0
F,50,,0,14228,4,6886.94,0.67,243,28.34,4,DC,Associate degree,0
F,42,41-50,0,14226,2,6914.21,0.66,242,28.57,10,MI,High school graduate,1
F,48,41-50,0,14215,2,8154.90,0.71,259,31.49,3,WV,High school graduate,0
F,69,Above 50,0,14215,2,7874.36,0.71,258,30.52,3,OK,High school graduate,0
M,71,Above 50,0,14212,2,7052.39,0.66,242,29.14,1,OH,High school graduate,0
M,43,41-50,0,14207,2,6943.15,0.66,241,28.81,9,MD,Associate degree,1
F,42,41-50,0,14206,3,6882.87,0.66,241,28.56,1,GA,High school graduate,0
F,44,41-50,0,14202,4,6818.01,0.67,244,27.94,4,SC,Associate degree,0
F,58,Above 50,0,14199,3,7126.58,0.66,241,29.57,3,WA,Associate degree,0
F,64,Above 50,0,14198,1,7820.43,0.71,258,30.31,8,ID,Associate degree,1
M,67,Above 50,0,14197,5,6831.03,0.66,241,28.34,2,LA,High school graduate,0
F,25,20-30,0,14195,2,6946.73,0.66,241,28.82,3,KY,High school graduate,0
F,58,Above 50,0,14191,0,6702.23,0.66,242,27.70,12,MD,High school graduate,1
M,72,Above 50,0,14179,4,6774.91,0.66,241,28.11,5,AR,High school graduate,0
M,57,Above 50,0,14178,4,6932.60,0.66,241,28.77,2,WI,Associate degree,0
M,57,Above 50,0,14172,4,7970.32,0.70,256,31.13,3,AR,Associate degree,0
M,28,20-30,0,14168,3,6735.44,0.66,240,28.06,4,NC,High school graduate,0
M,28,20-30,0,14168,5,6754.72,0.66,240,28.14,4,MN,High school graduate,0
M,65,Above 50,0,14168,4,6971.59,0.66,241,28.93,2,NC,High school graduate,0
M,53,Above 50,0,14165,1,6881.71,0.66,242,28.44,3,NY,High school graduate,0
F,35,31-40,0,14165,3,6851.01,0.67,244,28.08,11,MD,High school graduate,1
F,73,Above 50,0,14164,1,7004.99,0.65,239,29.31,1,MI,High school graduate,0
M,56,Above 50,0,14164,2,7882.57,0.69,253,31.16,15,CA,High school graduate,1
M,69,Above 50,0,14159,1,6701.85,0.66,240,27.92,3,ME,Associate degree,0
M,51,Above 50,0,14156,1,6996.54,0.66,240,29.15,5,SD,Associate degree,0
M,20,20-30,0,14156,5,7875.33,0.69,253,31.13,15,PA,High school graduate,1
M,30,20-30,0,14156,2,6796.20,0.66,242,28.08,2,NJ,High school graduate,0
M,38,31-40,0,14155,2,6985.80,0.67,243,28.75,4,NE,High school graduate,0
M,32,31-40,0,14150,0,8140.55,0.70,257,31.68,10,MD,High school graduate,1
F,79,Above 50,0,14149,1,7815.71,0.70,256,30.53,8,MI,High school graduate,1
F,41,,0,14147,2,7820.59,0.72,261,29.96,3,WY,Associate degree,0
M,33,31-40,0,14146,1,6933.26,0.66,240,28.89,3,LA,High school graduate,0
M,41,,0,14145,2,8064.94,0.70,255,31.63,3,DC,Associate degree,0
F,34,31-40,0,14144,3,7495.85,0.70,256,29.28,1,CT,High school graduate,0
F,34,31-40,0,14144,2,8006.75,0.70,257,31.15,3,OH,High school graduate,0
M,31,31-40,0,14144,0,6888.36,0.67,245,28.12,6,OR,High school graduate,1
F,39,31-40,0,14141,1,7716.67,0.69,253,30.50,12,MD,High school graduate,1
M,69,Above 50,0,14141,2,6869.51,0.66,242,28.39,3,ME,Associate degree,0
F,59,Above 50,0,14140,2,7144.32,0.66,242,29.52,2,MT,High school graduate,0
F,42,41-50,0,14140,0,8153.45,0.70,257,31.73,9,ID,Associate degree,1
F,76,Above 50,0,14140,1,6682.37,0.66,240,27.84,2,MO,Associate degree,0
F,56,Above 50,0,14135,2,6569.62,0.67,243,27.04,5,AL,High school graduate,0
F,54,Above 50,0,14124,3,6847.69,0.67,243,28.18,2,CA,High school graduate,0
F,44,41-50,0,14122,4,7084.59,0.66,240,29.52,2,ME,High school graduate,0
M,52,Above 50,0,14118,1,6949.72,0.66,240,28.96,3,FL,High school graduate,0
M,46,41-50,0,14112,5,6886.45,0.66,241,28.57,3,KY,High school graduate,0
M,75,Above 50,0,14111,1,7195.02,0.67,243,29.61,4,MN,High school graduate,0
F,75,Above 50,0,14111,1,7947.48,0.70,257,30.92,9,ND,High school graduate,1
M,64,Above 50,0,14109,5,7521.61,0.70,257,29.27,5,VA,Associate degree,0
M,51,Above 50,0,14109,0,6678.72,0.66,242,27.60,2,MT,High school graduate,0
F,21,20-30,0,14103,2,8043.99,0.70,256,31.42,14,PA,Associate degree,1
M,54,Above 50,0,14102,1,6461.45,0.66,241,26.81,4,OR,High school graduate,1
M,53,Above 50,0,14099,2,8153.53,0.70,255,31.97,4,AZ,High school graduate,0
F,86,Above 50,0,14095,1,6900.78,0.66,240,28.75,11,PA,Associate degree,1
M,58,Above 50,0,14093,2,6864.11,0.66,241,28.48,2,CO,High school graduate,0
F,69,Above 50,0,14092,3,8023.82,0.70,256,31.34,4,TX,High school graduate,0
F,21,20-30,0,14091,3,6953.34,0.65,239,29.09,10,CA,Associate degree,1
M,86,Above 50,0,14088,2,6961.67,0.66,242,28.77,3,RI,High school graduate,0
F,38,31-40,0,14084,1,7029.24,0.66,240,29.29,3,SD,High school graduate,0
M,30,20-30,0,14084,2,6695.74,0.67,244,27.44,3,WA,High school graduate,1
F,70,Above 50,0,14083,3,8197.54,0.70,257,31.90,4,NH,High school graduate,0
F,59,Above 50,0,14076,2,6927.42,0.67,243,28.51,2,AZ,High school graduate,0
F,36,31-40,0,14075,1,6782.21,0.66,242,28.03,8,ID,High school graduate,1
M,64,Above 50,0,14074,2,7020.02,0.66,242,29.01,3,OH,High school graduate,0
M,36,31-40,0,14070,5,7863.41,0.70,255,30.84,3,NE,High school graduate,0
F,70,Above 50,0,14070,2,7723.22,0.70,256,30.17,1,VA,High school graduate,0
F,51,Above 50,0,14068,3,7768.86,0.69,253,30.71,3,MO,High school graduate,0
F,30,20-30,0,14067,0,6780.55,0.66,240,28.25,7,OR,Associate degree,1
M,63,Above 50,0,14062,2,6901.59,0.65,239,28.88,2,MI,Associate degree,0
M,59,Above 50,0,14061,2,6963.95,0.67,246,28.31,3,FL,High school graduate,0
M,68,Above 50,0,14060,3,6816.36,0.66,241,28.28,4,GA,High school graduate,0
M,78,Above 50,0,14056,2,6681.10,0.66,242,27.61,16,ID,High school graduate,1
F,36,31-40,0,14053,1,7969.02,0.70,254,31.37,9,ND,High school graduate,1
M,32,31-40,0,14053,2,6933.52,0.67,244,28.42,4,CT,Associate degree,0
F,77,Above 50,0,14047,1,6857.08,0.66,242,28.34,3,MO,High school graduate,0
F,45,41-50,0,14047,3,6757.29,0.66,240,28.16,2,OK,High school graduate,0
F,44,41-50,0,14045,3,6584.79,0.66,241,27.32,3,AR,Associate degree,0
F,61,Above 50,0,14044,4,7756.24,0.70,255,30.42,2,SD,High school graduate,0
F,73,Above 50,0,14044,1,6900.94,0.66,240,28.75,4,IN,Associate degree,0
F,34,31-40,0,14037,2,6648.70,0.66,241,27.59,4,WY,High school graduate,0
M,43,41-50,0,14035,2,6578.61,0.66,242,27.18,2,MN,High school graduate,0
F,60,Above 50,0,14035,2,6894.88,0.66,241,28.61,4,ID,High school graduate,0
F,79,Above 50,0,14035,1,7492.57,0.70,254,29.50,13,MI,Associate degree,1
F,46,41-50,0,14028,2,7615.39,0.69,252,30.22,5,AZ,High school graduate,0
F,48,41-50,0,14028,0,6661.82,0.66,241,27.64,6,ID,High school graduate,1
M,26,20-30,0,14027,0,6769.30,0.67,244,27.74,8,ID,High school graduate,1
M,61,Above 50,0,14026,0,7783.40,0.70,254,30.64,5,OH,High school graduate,0
F,33,31-40,0,14024,5,7950.48,0.70,256,31.06,2,NY,Associate degree,0
F,40,31-40,0,14022,1,8091.38,0.71,260,31.12,5,ID,High school graduate,1
F,65,Above 50,0,14020,5,7756.15,0.70,257,30.18,2,NV,Associate degree,0
F,23,20-30,0,14019,0,7679.33,0.70,254,30.23,7,OR,High school graduate,1
F,39,31-40,0,14018,4,7839.03,0.69,253,30.98,1,MS,High school graduate,0
F,49,41-50,0,14015,1,7101.04,0.67,246,28.87,3,MD,High school graduate,0
M,23,20-30,0,14014,1,6812.85,0.65,239,28.51,4,WA,High school graduate,1
F,62,Above 50,0,14013,1,6738.70,0.65,239,28.20,3,NJ,High school graduate,0
M,49,41-50,0,14008,3,7028.14,0.66,242,29.04,1,ID,High school graduate,0
F,46,41-50,0,14008,4,6669.74,0.67,243,27.45,3,NJ,High school graduate,0
M,34,31-40,0,13997,3,6861.65,0.66,240,28.59,1,VA,High school graduate,0
M,52,Above 50,0,13995,3,6938.87,0.66,240,28.91,3,CT,Associate degree,0
F,54,Above 50,0,13985,3,7812.92,0.70,254,30.76,4,VT,Associate degree,0
F,23,20-30,0,13983,4,6514.61,0.67,243,26.81,11,OR,High school graduate,1
M,52,Above 50,0,13979,0,8063.62,0.70,256,31.50,3,MT,Associate degree,0
F,53,Above 50,0,13975,2,6878.98,0.66,242,28.43,3,SC,High school graduate,0
M,65,Above 50,0,13973,5,6726.95,0.67,243,27.68,4,MI,High school graduate,0
F,34,31-40,0,13971,2,7749.90,0.70,254,30.51,4,IN,High school graduate,0
M,34,31-40,0,13963,5,6780.72,0.67,245,27.68,1,CT,High school graduate,0
F,38,31-40,0,13962,2,7889.71,0.70,257,30.70,2,MI,High school graduate,0
F,82,Above 50,0,13962,1,7825.64,0.70,254,30.81,17,PA,High school graduate,1
M,51,Above 50,0,13961,1,6790.73,0.66,240,28.29,13,MD,High school graduate,1
M,47,41-50,0,13960,2,7548.59,0.70,257,29.37,3,UT,High school graduate,0
F,42,41-50,0,13950,1,8029.24,0.69,252,31.86,11,WA,Associate degree,1
F,68,Above 50,0,13949,3,6798.36,0.66,242,28.09,4,NC,High school graduate,0
F,59,Above 50,0,13945,2,7596.83,0.70,254,29.91,3,ND,Associate degree,0
F,60,Above 50,0,13943,1,7682.62,0.70,254,30.25,3,AK,Associate degree,0
M,34,31-40,0,13938,5,7690.63,0.70,254,30.28,4,UT,High school graduate,0
M,29,20-30,0,13937,4,6901.43,0.66,242,28.52,3,IL,High school graduate,0
F,90,Above 50,0,13934,2,6640.11,0.66,242,27.44,2,RI,High school graduate,0
M,68,Above 50,0,13932,5,6836.28,0.66,241,28.37,1,IA,Associate degree,0
F,88,Above 50,0,13932,2,6780.35,0.65,238,28.49,2,UT,High school graduate,0
F,62,Above 50,0,13930,3,8185.26,0.70,257,31.85,4,KS,Associate degree,0
M,23,20-30,0,13929,1,6733.31,0.66,240,28.06,14,CA,High school graduate,1
F,60,Above 50,0,13924,1,6793.84,0.65,239,28.43,2,WA,High school graduate,0
M,44,41-50,0,13923,2,8061.61,0.70,254,31.74,3,TX,High school graduate,0
M,38,31-40,0,13921,0,6689.92,0.67,243,27.53,16,PA,High school graduate,1
M,75,Above 50,0,13921,2,7705.75,0.69,253,30.46,2,ID,High school graduate,0
M,56,Above 50,0,13920,2,6892.10,0.67,244,28.25,2,NC,Associate degree,0
M,43,41-50,0,13920,3,6736.39,0.66,241,27.95,3,NY,Associate degree,0
M,48,41-50,0,13919,1,6783.73,0.66,242,28.03,2,VT,High school graduate,0
M,41,,0,13919,1,6890.14,0.66,241,28.59,13,ND,High school graduate,1
F,29,20-30,0,13918,2,7853.11,0.69,252,31.16,9,ID,High school graduate,1
F,41,,0,13916,0,6769.48,0.66,240,28.21,9,WA,High school graduate,1
M,56,Above 50,0,13913,1,7817.19,0.71,260,30.07,3,WA,High school graduate,0
F,39,31-40,0,13911,2,7621.06,0.70,254,30.00,4,MD,Associate degree,0
M,72,Above 50,0,13908,3,7853.26,0.70,255,30.80,2,MO,High school graduate,0
M,45,41-50,0,13904,2,7694.04,0.69,251,30.65,3,PA,High school graduate,0
F,29,20-30,0,13900,1,7701.10,0.69,251,30.68,5,WA,High school graduate,0
F,36,31-40,0,13900,1,7986.49,0.71,258,30.96,9,MD,Associate degree,1
M,38,31-40,0,13894,2,6798.91,0.65,239,28.45,4,KS,High school graduate,0
M,72,Above 50,0,13889,2,6728.87,0.66,242,27.81,4,AL,Associate degree,0
M,27,20-30,0,13883,2,7724.66,0.70,255,30.29,2,NE,High school graduate,0
M,75,Above 50,0,13883,4,6800.92,0.66,241,28.22,1,LA,Associate degree,0
F,50,,0,13877,1,7797.37,0.70,256,30.46,4,IA,High school graduate,0
M,62,Above 50,0,13874,1,7769.26,0.69,252,30.83,2,VT,High school graduate,0
F,31,31-40,0,13874,2,6634.55,0.65,239,27.76,11,ID,High school graduate,1
F,26,20-30,0,13871,3,8029.02,0.70,256,31.36,19,OR,High school graduate,1
F,68,Above 50,0,13870,4,6448.26,0.66,242,26.65,3,TN,High school graduate,0
M,47,41-50,0,13870,2,6718.18,0.66,240,27.99,2,MT,High school graduate,0
F,47,41-50,0,13868,2,7809.83,0.70,256,30.51,3,AK,Associate degree,0
F,50,,0,13865,0,7757.79,0.71,258,30.07,12,MD,Associate degree,1
F,39,31-40,0,13861,2,6638.21,0.65,239,27.77,2,MT,High school graduate,0
M,29,20-30,0,13861,5,6667.95,0.66,240,27.78,3,TN,Associate degree,0
F,72,Above 50,0,13861,0,6683.75,0.67,243,27.51,7,MI,High school graduate,1
M,47,41-50,0,13860,4,7008.66,0.67,244,28.72,4,MA,High school graduate,0
M,33,31-40,0,13859,3,7693.94,0.69,252,30.53,3,NV,High school graduate,0
M,53,Above 50,0,13858,2,7539.80,0.70,256,29.45,3,ID,High school graduate,0
M,39,31-40,0,13853,5,6879.58,0.66,240,28.66,4,AL,High school graduate,0
F,39,31-40,0,13853,2,6685.48,0.66,240,27.86,2,OH,Associate degree,0
M,36,31-40,0,13852,4,6720.21,0.66,240,28.00,4,CT,High school graduate,0
F,21,20-30,0,13852,1,7823.56,0.70,255,30.68,6,ID,High school graduate,1
M,25,20-30,0,13847,2,6645.65,0.65,237,28.04,10,ND,High school graduate,1
M,39,31-40,0,13845,4,6539.52,0.66,242,27.02,2,OR,High school graduate,1
M,56,Above 50,0,13843,2,6951.34,0.65,239,29.09,2,MS,High school graduate,0
F,43,41-50,0,13841,4,6692.67,0.66,240,27.89,2,WV,High school graduate,0
F,39,31-40,0,13838,1,7762.68,0.70,256,30.32,14,CA,High school graduate,1
F,30,20-30,0,13838,4,6472.15,0.66,242,26.74,4,MN,High school graduate,0
F,55,Above 50,0,13838,2,8049.97,0.71,258,31.20,3,DE,High school graduate,0
F,57,Above 50,0,13836,5,6703.53,0.67,243,27.59,3,IL,Associate degree,0
M,46,41-50,0,13828,2,6884.62,0.66,242,28.45,1,NM,High school graduate,0
M,53,Above 50,0,13824,1,6824.71,0.66,241,28.32,5,AZ,High school graduate,0
M,24,20-30,0,13821,4,6599.02,0.66,241,27.38,4,DC,High school graduate,0
M,40,31-40,0,13821,2,7860.89,0.70,256,30.71,1,WA,High school graduate,0
M,59,Above 50,0,13818,5,7606.10,0.69,251,30.30,4,NE,High school graduate,0
F,36,31-40,0,13814,1,7792.48,0.70,255,30.56,1,WI,Associate degree,0
M,22,20-30,0,13809,1,6661.78,0.65,238,27.99,9,PA,Associate degree,1
M,53,Above 50,0,13801,2,6622.27,0.66,241,27.48,2,IN,High school graduate,0
M,54,Above 50,0,13798,5,6555.74,0.66,240,27.32,3,IL,High school graduate,0
F,44,41-50,0,13797,4,6965.14,0.66,242,28.78,2,MO,Associate degree,0
F,66,Above 50,0,13794,0,6682.78,0.65,238,28.08,15,MI,High school graduate,1
M,34,31-40,0,13790,3,7603.88,0.70,254,29.94,13,MD,High school graduate,1
F,39,31-40,0,13790,1,7859.24,0.70,256,30.70,3,PA,Associate degree,1
M,46,41-50,0,13790,2,7567.64,0.70,255,29.68,4,NC,Associate degree,0
M,63,Above 50,0,13788,5,6685.79,0.66,240,27.86,4,VA,High school graduate,0
F,80,Above 50,0,13787,2,6649.43,0.67,243,27.36,4,CO,High school graduate,0
F,22,20-30,0,13779,2,6536.26,0.66,241,27.12,4,NY,Associate degree,0
F,37,31-40,0,13772,3,6860.76,0.67,244,28.12,4,IL,Associate degree,0
F,70,Above 50,0,13770,1,6618.56,0.65,239,27.69,4,NY,High school graduate,0
M,59,Above 50,0,13768,3,6707.42,0.66,242,27.72,3,NC,High school graduate,0
M,33,31-40,0,13767,1,6665.71,0.66,240,27.77,13,MI,High school graduate,1
F,34,31-40,0,13765,1,6632.34,0.66,242,27.41,14,ND,High school graduate,1
F,63,Above 50,0,13758,4,7838.54,0.70,254,30.86,3,NC,Associate degree,0
F,40,31-40,0,13754,2,6796.51,0.66,242,28.08,3,PA,High school graduate,0
M,73,Above 50,0,13744,2,6853.81,0.66,242,28.32,4,MO,High school graduate,0
M,78,Above 50,0,13735,4,7843.45,0.70,256,30.64,4,SD,High school graduate,0
